score,at,content,app_name,appVersion,cleaned_content,sentiment
5,4/16/2025 2:53,mantapp,Access by KAI,6.11.2,mantap,positive
1,4/16/2025 2:42,"APLIKASI RIBET AMAT, ANGGARAN NYA KURANG APA GIMANA SIH?",Access by KAI,6.11.2,"aplikasi ribet amat, anggaran nya kurang apa bagaimana sih?",negative
4,4/16/2025 1:33,bagus apknya mempermudah pembelian tapi mengecewakan bangett dari segi pemesanan dan pembayaran yang selalu susah,Access by KAI,6.11.2,bagus apknya mempermudah pembelian tapi mengecewakan banget dari segi pemesanan dan pembayaran yang selalu susah,neutral
5,4/16/2025 1:08,"sangat puas , tapi mohon setiap kursi ditandai dengan laki ² atau perempuan.",Access by KAI,6.11.2,"sangat puas , tapi mohon setiap kursi ditandai dengan laki ² atau perempuan.",neutral
5,4/16/2025 0:59,"bagus, cuma top up kurang cepat prosesnya",Access by KAI,6.11.1,"bagus, cuma top up kurang cepat prosesnya",neutral
1,4/16/2025 0:52,biaya admin terlalu besar ditambah loading saat top up,Access by KAI,6.11.2,biaya admin terlalu besar ditambah loading saat top up,negative
5,4/16/2025 0:51,makin ok,Access by KAI,6.10.1,makin ok,positive
5,4/16/2025 0:22,mantap banget tolong kasi BETA dong,Access by KAI,6.11.2,mantap banget tolong kasih beta dong,positive
1,4/15/2025 23:31,"wah bermasalah ini kai pay 2x top up gak masuk, padahal saldo berkurang, chat wa lama, dm ig ga dibales",Access by KAI,,"wah bermasalah ini kai pay 2x top up tidak masuk, padahal saldo berkurang, chat wa lama, dm ig tidak dibales",negative
1,4/15/2025 22:30,buruk,Access by KAI,6.11.2,buruk,negative
5,4/15/2025 21:46,Works perfectly fine,Access by KAI,6.11.2,works perfectly fine,positive
5,4/15/2025 17:46,josss,Access by KAI,6.11.2,jos,positive
1,4/15/2025 17:26,"Update aplikasi palah makin kacau. Saya ngga bisa keluar ini dari stasiun KRL, gara2 pesen tiket KRL via KAI. Kapok dah isi saldo KAI Bug-nya ada di perpindahan hari. Kalo saya pesan dan masuk jam 22 kemudian keluar di jam 00:11, si gate out-nya ilang. Buat developer kalo bisa diperbaiki, soalnya kalo berganti hari, tiket tidak berlaku. Ngitungnya berdasarkan nilai EPOCH kan bisa. Kacau2",Access by KAI,6.11.1,"update aplikasi palah makin kacau. saya tidak bisa keluar ini dari stasiun krl, gara-gara pesan tiket krl via kai. kapok deh isi saldo kai bug-nya ada di perpindahan hari. kalau saya pesan dan masuk jam 22 kemudian keluar di jam 00:11, sih gate out-nya hilang. buat developer kalau bisa diperbaiki, soalnya kalau berganti hari, tiket tidak berlaku. ngitungnya berdasarkan nilai epoch kan bisa. kacau2",negative
1,4/15/2025 16:38,"naik singasari kecewa bgt, harganya sama2 mahal tp gak bisa buka storller untuk bayi, bangku nya terlalu sempit padahal pake fajar Utama bisa tuh buka stroller",Access by KAI,6.11.2,"naik singasari kecewa banget, harganya sama-sama mahal tapi tidak bisa buka storller untuk bayi, bangku nya terlalu sempit padahal pakai fajar utama bisa tuh buka stroller",negative
1,4/15/2025 16:25,kok setelah update malah g bisa login,Access by KAI,6.11.2,kok setelah update malah tidak bisa login,negative
5,4/15/2025 15:44,easy,Access by KAI,6.11.2,easy,positive
1,4/15/2025 15:17,"saya kecewa dengan aplikasi ini karena sy pesan tiket kereta Erlangga dari stasiun pasar Senen tujuan stasiun Weleri dan pembayaran melalui KAI pay sebesar 208 ribu, setelah saya pesan dan melakukan pembayaran setelah pilih nomor kursi tetapi tiket tidak ter update padahal saldo di KAI pay sudah berkurang sebesar 208 ribu,dan saldo tidak bisa kembali/masuk lagi ke KAIpay.tolong untuk pihak KAI access mohon di cek dan teliti untuk pelayanan nya terimakasih",Access by KAI,6.11.2,"saya kecewa dengan aplikasi ini karena saya pesan tiket kereta erlangga dari stasiun pasar senen tujuan stasiun weleri dan pembayaran melalui kai pay sebesar 208 ribu, setelah saya pesan dan melakukan pembayaran setelah pilih nomor kursi tetapi tiket tidak ter update padahal saldo di kai pay sudah berkurang sebesar 208 ribu,dan saldo tidak bisa kembali/masuk lagi ke kaipay.tolong untuk pihak kai akses mohon di cek dan teliti untuk pelayanan nya terimakasih",negative
5,4/15/2025 15:14,good,Access by KAI,6.11.2,bagus,positive
5,4/15/2025 14:59,??,Access by KAI,6.11.2,jempol ke atas,positive
5,4/15/2025 12:55,Oke,Access by KAI,6.11.2,oke,positive
5,4/15/2025 12:43,mantapppp,Access by KAI,6.11.1,mantap,positive
5,4/15/2025 12:08,Sangat mudah pesan tiket,Access by KAI,6.11.2,sangat mudah pesan tiket,positive
5,4/15/2025 12:01,baguss bangett,Access by KAI,6.11.2,bagus banget,positive
5,4/15/2025 12:00,baik,Access by KAI,6.11.2,baik,negative
5,4/15/2025 11:32,mudah N cepat,Access by KAI,6.11.2,mudah dan cepat,positive
3,4/15/2025 10:26,top up lama tdk langsung masuk,Access by KAI,6.11.2,top up lama tidak langsung masuk,neutral
5,4/15/2025 10:25,"bagus, namun kadang delay yah ka..",Access by KAI,6.11.2,"bagus, namun kadang delay ya kak.",neutral
1,4/15/2025 10:07,otp nggk valid terusss pdhl wkt msih bbrpa detik dikirimnya,Access by KAI,6.11.2,otp tidak valid terus padahal waktu masih beberapa detik dikirimnya,negative
5,4/15/2025 10:00,keren,Access by KAI,6.11.2,keren,positive
5,4/15/2025 9:38,Nomor 1 di kelas nya,Access by KAI,6.11.2,nomor 1 di kelas nya,positive
5,4/15/2025 9:31,Mudah pakainya,Access by KAI,6.5.2,mudah pakainya,positive
1,4/15/2025 9:19,Gimana si mau batalin tiketnya eh uangnya juga ikutan lenyap uangnya gimana nih 150rb ga sedikit menurut aku????,Access by KAI,6.11.2,bagaimana sih mau batalin tiketnya eh uangnya juga ikutan lenyap uangnya bagaimana nih 150rb tidak sedikit menurut aku wajah menangis keras wajah menangis keras,negative
5,4/15/2025 9:07,aplikasi ini sangat membantu... ??,Access by KAI,6.11.2,aplikasi ini sangat membantu. wajah tersenyum lebar bermata hati,positive
5,4/15/2025 9:03,"aplikasi bagus mudah di pahami, saran tambahkan keterangan di kelas kereta contoh: eksekutif mild steel, eksekutif new image, ekonomi 106,ekonomi kemenhub",Access by KAI,6.11.2,"aplikasi bagus mudah di pahami, saran tambahkan keterangan di kelas kereta contoh: eksekutif mild steel, eksekutif new image, ekonomi 106,ekonomi kemenhub",positive
5,4/15/2025 9:02,ok top,Access by KAI,6.11.2,ok top,positive
4,4/15/2025 8:30,mantab,Access by KAI,6.11.2,mantab,positive
5,4/15/2025 8:09,goooods,Access by KAI,6.11.2,goooods,positive
1,4/15/2025 7:29,saya merasa puad dengan layanan ini,Access by KAI,6.11.2,saya merasa puad dengan layanan ini,negative
5,4/15/2025 6:57,mantap,Access by KAI,,mantap,positive
5,4/15/2025 6:55,mantap,Access by KAI,6.11.2,mantap,positive
1,4/15/2025 6:00,"kenapa yaa tiket nya sllu ga muncul padhal saya udh bayar dan kejadian seperti ini sllu keulang,tolong dong apk nya di benerin lgi klo seperti ini trs²an bisa rugi jugaa saya sebagai pengguna nya,setiap mesen tiket sllu gini dan al hasil klo tiket g muncul saya mau mesen tiket di jam yg sama lagi ga bisaa,jdi susah klo gini trs klo mau bepergian pke kai,sekedar ulasan trimakasi????",Access by KAI,6.11.2,"kenapa ya tiket nya selalu tidak muncul padhal saya sudah bayar dan kejadian seperti ini selalu keulang,tolong dong aplikasi nya di benerin lagi kalau seperti ini trs²an bisa rugi juga saya sebagai pengguna nya,setiap mesen tiket selalu begini dan al hasil kalau tiket tidak muncul saya mau mesen tiket di jam yang sama lagi tidak bisa,jadi susah kalau begini terus kalau mau bepergian pakai kai,sekedar ulasan trimakasi melipat tangan melipat tangan",negative
1,4/15/2025 5:43,apk nya masih sering error. Sudah payment dan saldo bank terpotong tapi tiket masih status menunggu pembayaran. terpaksa beli lagi. mohon diperbaiki sistem errornya.,Access by KAI,,aplikasi nya masih sering error. sudah payment dan saldo bank terpotong tapi tiket masih status menunggu pembayaran. terpaksa beli lagi. mohon diperbaiki sistem errornya.,negative
3,4/15/2025 5:37,"saya sudah bayar pake qris, saldo sudah terpotong, tapi di aplikasi KAI access belum berhasil, menunggu pembayaran, sangat mengecewakan",Access by KAI,6.11.2,"saya sudah bayar pakai qris, saldo sudah terpotong, tapi di aplikasi kai akses belum berhasil, menunggu pembayaran, sangat mengecewakan",neutral
1,4/15/2025 5:30,"aplikasi scam, tiket dah di bayar dan saldo terpotong, tapi di apps nya ga terbayar dan dicancel, bukannya bantu malah nipu :v",Access by KAI,6.11.2,"aplikasi scam, tiket deh di bayar dan saldo terpotong, tapi di aplikasi nya tidak terbayar dan dicancel, bukannya bantu malah nipu :v",negative
1,4/15/2025 5:28,Error mulu hari ini,Access by KAI,6.11.2,error mulu hari ini,negative
1,4/15/2025 5:14,"udah bayar qr malah tiket gak keluar2, mau report cs semua medsos gaada yg bales,. apaan dah pelayanan ampas??",Access by KAI,6.11.2,"sudah bayar qr malah tiket tidak keluar2, mau report cs semua medsos tidak ada yang balas,. apaan deh pelayanan ampas jempol ke bawah",negative
5,4/15/2025 5:07,bepergian lebih nyaman dngan kai,Access by KAI,6.11.2,bepergian lebih nyaman dengan kai,positive
1,4/15/2025 4:37,"Terdapat masalah ""Request processing failed; nested exception is java.lang.NullPointerException"". Sebelumnya pernah pesan tiket tapi telat membayar sehingga masa pemesanan hangus. Sekarang mau pesan lagi tapi malah dapat masalah seperti itu. Tolong solusinya??.",Access by KAI,6.11.2,"terdapat masalah ""request processing failed; nested exception is java.lang.nullpointerexception"". sebelumnya pernah pesan tiket tapi telat membayar sehingga masa pemesanan hangus. sekarang mau pesan lagi tapi malah dapat masalah seperti itu. tolong solusinya melipat tangan .",negative
5,4/15/2025 4:23,memudahkan sekali,Access by KAI,6.11.2,memudahkan sekali,positive
1,4/15/2025 4:18,Show QR nya mending gausah ada repotin gabisa dipake,Access by KAI,6.4.1,show qr nya mending tidak usah ada repotin tidak bisa dipakai,negative
5,4/15/2025 4:18,ok banget,Access by KAI,6.11.2,ok banget,positive
4,4/15/2025 4:10,kok akun saya belom menemukan fitur female dan male yah,Access by KAI,6.11.2,kok akun saya belum menemukan fitur female dan male ya,positive
5,4/15/2025 3:56,mudah...tapi biaya transfernya dan top punya tolong dikurangi,Access by KAI,6.11.2,mudah.tapi biaya transfernya dan top punya tolong dikurangi,positive
4,4/15/2025 3:34,"jika pesan online di kereta, cepat tidaknya pesanan online diproses tergantung signal internet di perjalanan.",Access by KAI,6.11.2,"jika pesan online di kereta, cepat tidaknya pesanan online diproses tergantung signal internet di perjalanan.",positive
2,4/15/2025 3:32,Penggunaan railfood masih perlu banyak yg diperbaiki & dikembangkan,Access by KAI,6.11.2,penggunaan railfood masih perlu banyak yang diperbaiki & dikembangkan,negative
5,4/15/2025 3:11,naik kereta lebih praktis,Access by KAI,6.11.2,naik kereta lebih praktis,positive
5,4/15/2025 2:52,"sangat mudah , terima kasih ..",Access by KAI,,"sangat mudah , terima kasih .",positive
5,4/15/2025 2:42,praktis dan mudah digunakan,Access by KAI,6.11.2,praktis dan mudah digunakan,positive
5,4/15/2025 1:45,semakin bagus,Access by KAI,6.11.2,semakin bagus,positive
4,4/15/2025 1:45,"informasi update, ok, Trimakasih Kereta api Indonesia.",Access by KAI,6.11.2,"informasi update, ok, trimakasih kereta api indonesia.",positive
1,4/15/2025 0:46,"aplikasi rusak, fetch data mulu",Access by KAI,6.11.2,"aplikasi rusak, fetch data mulu",negative
5,4/15/2025 0:43,"aplikasi access kai sangat membantu saya sebagai pelanggan, semoga kedepan bisa lebih mudah, lebih baik dan ada promo serta diskon",Access by KAI,6.11.2,"aplikasi akses kai sangat membantu saya sebagai pelanggan, semoga kedepan bisa lebih mudah, lebih baik dan ada promo serta diskon",positive
5,4/15/2025 0:39,terimakasih sangat membantu,Access by KAI,6.11.1,terimakasih sangat membantu,positive
5,4/15/2025 0:29,trimakasih KAI,Access by KAI,,trimakasih kai,positive
5,4/15/2025 0:07,oke,Access by KAI,6.11.2,oke,positive
5,4/14/2025 23:53,ok,Access by KAI,6.11.2,ok,positive
5,4/14/2025 23:42,lebih mudah dapat tiket,Access by KAI,6.11.2,lebih mudah dapat tiket,positive
1,4/14/2025 23:20,nyesel beli tiket udah di bayar tiketnya nga masuk ke aplikasi padahal ssan pembayaran tiketnya ada y untung beli yang murah mau ngehubungin pusat bantun susahnya kek ngehubungin presiden jadi males pakenya nga wortit,Access by KAI,,menyesal beli tiket sudah di bayar tiketnya tidak masuk ke aplikasi padahal ssan pembayaran tiketnya ada ya untung beli yang murah mau ngehubungin pusat bantun susahnya kayak ngehubungin presiden jadi malas pakenya tidak wortit,negative
1,4/14/2025 23:12,"Pesan tiket,pembayaran lewat ovo...tiketnya batal biayanya tetap dan terpotong,ga balik pula...parah,gini bgt ambil 5rb nya KAI",Access by KAI,6.0.69,"pesan tiket,pembayaran lewat ovo.tiketnya batal biayanya tetap dan terpotong,tidak balik pula.parah,begini banget ambil 5rb nya kai",negative
5,4/14/2025 23:06,saya puas dengan pelayanan KAI dan pertahankan,Access by KAI,6.11.2,saya puas dengan pelayanan kai dan pertahankan,positive
5,4/14/2025 22:02,KAI Acces sangat mempermudah sy dlm pembelian tiket karena sy lumayan sering mengunakan Kereta Commuter line,Access by KAI,6.11.2,kai akses sangat mempermudah saya dalam pembelian tiket karena saya lumayan sering mengunakan kereta commuter line,positive
5,4/14/2025 21:18,jadi mudah pesen tiket kereta,Access by KAI,6.11.2,jadi mudah pesan tiket kereta,positive
1,4/14/2025 19:54,"tidak bisa upgrade ke member basic, pdhl sudah isi persyaratan dengan benar. gtau apk nge bug apa gmna tolong segera diperbaiki.saya mau ubah jadwal jadi harus ke stasiun ??",Access by KAI,6.11.2,"tidak bisa upgrade ke member basic, padahal sudah isi persyaratan dengan benar. tidak tau aplikasi nge bug apa bagaimana tolong segera diperbaiki.saya mau ubah jadwal jadi harus ke stasiun wajah tersenyum dengan air mata",negative
5,4/14/2025 18:23,okee,Access by KAI,,oke,positive
1,4/14/2025 18:11,ok mantap,Access by KAI,6.11.2,ok mantap,negative
5,4/14/2025 16:43,sangat membantu,Access by KAI,6.11.2,sangat membantu,positive
1,4/14/2025 15:41,mau reschedule ga ada tulisan kelola tiket,Access by KAI,6.11.2,mau reschedule tidak ada tulisan kelola tiket,negative
5,4/14/2025 14:45,josgandos,Access by KAI,6.11.2,josgandos,positive
5,4/14/2025 14:29,M A N T U L T O P,Access by KAI,6.10.1,sama a dan t lu l t o p,positive
5,4/14/2025 14:14,ok,Access by KAI,6.11.2,ok,positive
5,4/14/2025 14:11,pesan & bayar pakai Kapay gampang asal ada saldonya,Access by KAI,6.11.2,pesan & bayar pakai kapay gampang asal ada saldonya,positive
5,4/14/2025 14:06,sangat membantu dalam proses pesan tiket,Access by KAI,6.11.2,sangat membantu dalam proses pesan tiket,positive
5,4/14/2025 12:59,sangat berguna.. thanks KAI,Access by KAI,6.11.2,sangat berguna. thanks kai,positive
5,4/14/2025 12:30,bagus deh,Access by KAI,6.11.2,bagus deh,positive
5,4/14/2025 12:22,mantap,Access by KAI,6.11.2,mantap,positive
1,4/14/2025 11:07,"apk parah saldo gabalik lg, mana kalo top up isinya 7000 parah parah",Access by KAI,6.11.2,"aplikasi parah saldo gabalik lagi, mana kalau top up isinya 7000 parah parah",negative
5,4/14/2025 11:04,puas banget,Access by KAI,6.11.2,puas banget,positive
5,4/14/2025 10:58,pelayanan baik,Access by KAI,6.11.2,pelayanan baik,positive
5,4/14/2025 10:20,baik,Access by KAI,6.11.2,baik,positive
4,4/14/2025 10:20,great service,Access by KAI,6.11.2,great service,positive
5,4/14/2025 10:12,mantab KAI,Access by KAI,6.11.2,mantab kai,positive
2,4/14/2025 10:08,"buruk daftar pakai nomor hp kode OTP not valid,pakai email kode OTP not valid jam 17:00 ??",Access by KAI,6.11.2,"buruk daftar pakai nomor hp kode otp not valid,pakai email kode otp not valid jam 17:00 wajah sangat marah",negative
5,4/14/2025 9:56,sangat baik,Access by KAI,6.11.2,sangat baik,positive
5,4/14/2025 9:52,mantap,Access by KAI,6.11.2,mantap,positive
5,4/14/2025 9:13,mau nanya apakah ada kereta pramek yang melewati stasiun masaran? kalau ada yang kejurusan jogja karta kalau ada apakah bisa beli tiket di stasiun masaran juga naik dari stasiun masara sragen?,Access by KAI,6.7.0,mau bertanya apakah ada kereta pramek yang melewati stasiun masaran? kalau ada yang kejurusan jogja karta kalau ada apakah bisa beli tiket di stasiun masaran juga naik dari stasiun masara sragen?,positive
5,4/14/2025 8:47,mudah dsetiap perjalalanan,Access by KAI,6.11.2,mudah dsetiap perjalalanan,positive
1,4/14/2025 8:44,gabisa bayar pake ovo njir,Access by KAI,,tidak bisa bayar pakai ovo anjir,negative
5,4/14/2025 8:29,mantap cuma kenapa kalo mau top up susah,Access by KAI,6.11.1,mantap cuma kenapa kalau mau top up susah,positive
5,4/14/2025 8:17,"sejauh ini gak pernah ada kendala dengan pengunaan applikasi nya, bagus gak berat juga .",Access by KAI,6.11.2,"sejauh ini tidak pernah ada kendala dengan pengunaan aplikasi nya, bagus tidak berat juga .",positive
5,4/14/2025 8:13,nice,Access by KAI,6.11.2,nice,positive
1,4/14/2025 7:37,bikinan plat merah selalu eror...,Access by KAI,,bikinan plat merah selalu error.,negative
5,4/14/2025 7:36,sudah diupgrade tapi kok tampilan untuk kursi laki dan perempuan tidak muncul ya,Access by KAI,6.11.2,sudah diupgrade tapi kok tampilan untuk kursi laki dan perempuan tidak muncul ya,neutral
4,4/14/2025 6:58,top up.nya susah,Access by KAI,6.11.2,top up.nya susah,positive
5,4/14/2025 6:40,bagus,Access by KAI,,bagus,positive
1,4/14/2025 6:31,buat beli tiket comuter error terus,Access by KAI,6.11.2,buat beli tiket comuter error terus,negative
5,4/14/2025 6:11,Good,Access by KAI,6.7.0,bagus,positive
5,4/14/2025 5:15,Jagan banyak update,Access by KAI,6.11.2,jagan banyak update,positive
5,4/14/2025 5:08,Maju terus KAI,Access by KAI,6.11.2,maju terus kai,positive
2,4/14/2025 4:41,"Terlalu cepat Kadaluarsa Capek sampai harus isi berulangkali... Krn Km perlu waktu utk berdiskusi mslh tempat duduk, makanan, taksi, asuransi, dll , selalu kehabisan waktunya...",Access by KAI,6.11.2,"terlalu cepat kadaluarsa capek sampai harus isi berulangkali. karena kamu perlu waktu untuk berdiskusi masalah tempat duduk, makanan, taksi, asuransi, dulu , selalu kehabisan waktunya.",negative
5,4/14/2025 4:06,oke,Access by KAI,6.11.2,oke,positive
5,4/14/2025 3:54,good management,Access by KAI,6.11.2,bagus management,positive
5,4/14/2025 3:51,baik,Access by KAI,,baik,positive
5,4/14/2025 3:38,cukup puas,Access by KAI,6.11.2,cukup puas,positive
1,4/14/2025 3:22,"gagal bayar saldo tpi di ambil,sampai sekarang tidak ada tindak lanjut baik lewat email,tlp,wa",Access by KAI,,"gagal bayar saldo tapi di ambil,sampai sekarang tidak ada tindak lanjut baik lewat email,telepon,wa",negative
5,4/14/2025 2:10,membantu,Access by KAI,6.11.1,membantu,positive
5,4/14/2025 1:10,"Pemesanan tiket , penjadwalan ulang, pengembalian dana melalui aplikasi KAI Access, mudah, cepat, dan akuntabel. Mantap pokoke.",Access by KAI,6.11.2,"pemesanan tiket , penjadwalan ulang, pengembalian dana melalui aplikasi kai akses, mudah, cepat, dan akuntabel. mantap pokoke.",positive
5,4/14/2025 1:01,oke,Access by KAI,6.11.2,oke,positive
5,4/14/2025 0:57,cepat dan praktis,Access by KAI,6.11.2,cepat dan praktis,positive
1,4/14/2025 0:50,harga. mahal,Access by KAI,6.11.2,harga. mahal,negative
5,4/14/2025 0:43,ok,Access by KAI,6.11.2,ok,positive
5,4/14/2025 0:19,bagus,Access by KAI,6.11.2,bagus,positive
1,4/14/2025 0:14,apk sangat buruk,Access by KAI,6.11.2,aplikasi sangat buruk,negative
1,4/14/2025 0:10,setiap mau pesen tgl yg paling update selalu aja jadwal tidak di temukan,Access by KAI,6.11.2,setiap mau pesan tanggal yang paling update selalu saja jadwal tidak di temukan,negative
5,4/13/2025 22:59,terbaik selalu dapet harga promo,Access by KAI,6.11.2,terbaik selalu dapat harga promo,positive
5,4/13/2025 22:33,Alhamdulillah lancar,Access by KAI,6.11.2,alhamdulillah lancar,positive
5,4/13/2025 20:12,membantu,Access by KAI,6.11.2,membantu,positive
5,4/13/2025 17:32,"alhamdulillah, bisa mencapai tujuann hingga kerumah",Access by KAI,6.11.1,"alhamdulillah, bisa mencapai tujuan hingga kerumah",positive
2,4/13/2025 17:10,tyap x pesen dan input data penumpang Tbtb Lgsung kadaluarsa pdhl sdh satset dan data sdh ada tgl klik. coba di aplikasi Oren yg input data dadakan malah dapet coba... apa gunanya aplikasi kai ini??? bukan mempermudah malah mempersulit pdhl apk resmi nya kai lohhhh hadehhhhhh,Access by KAI,6.11.2,tyap kali pesan dan input data penumpang tbtb langsung kadaluarsa padahal sudah satset dan data sudah ada tanggal klik. coba di aplikasi oren yang input data dadakan malah dapat coba. apa gunanya aplikasi kai ini? bukan mempermudah malah mempersulit padahal aplikasi resmi nya kai loh hadeh,negative
5,4/13/2025 16:04,Sudah komplit sekarang,Access by KAI,6.11.2,sudah komplit sekarang,positive
5,4/13/2025 15:48,good,Access by KAI,6.11.2,bagus,positive
5,4/13/2025 15:31,"agak ribet min,cuba kaya Traveloka",Access by KAI,6.11.2,"agak ribet min,cuba kayak traveloka",positive
1,4/13/2025 15:02,jelek,Access by KAI,6.11.2,jelek,negative
2,4/13/2025 14:59,susah memesan tiket stelah update,Access by KAI,,susah memesan tiket setelah update,negative
5,4/13/2025 14:45,"goodJob, thank",Access by KAI,6.10.2,"goodjob, thank",positive
5,4/13/2025 13:27,ok,Access by KAI,6.11.2,ok,positive
5,4/13/2025 13:05,bagus,Access by KAI,6.11.2,bagus,positive
5,4/13/2025 12:35,mudah pesan tiket KAI,Access by KAI,6.11.2,mudah pesan tiket kai,positive
5,4/13/2025 12:27,"akses mudah, mantapp",Access by KAI,,"akses mudah, mantap",positive
1,4/13/2025 12:10,cari jadwal gak ditemukan. sekali ketemu malah habis. siapa yg beli jg klo buka apk'y gak bisa mulu. tambah gak jelas aja ni aplikasi,Access by KAI,6.11.2,cari jadwal tidak ditemukan. sekali ketemu malah habis. siapa yang beli juga kalau buka aplikasi'ya tidak bisa mulu. tambah tidak jelas saja nih aplikasi,negative
5,4/13/2025 12:02,Simpel,Access by KAI,6.11.2,simpel,positive
5,4/13/2025 11:55,top,Access by KAI,6.11.2,top,positive
5,4/13/2025 11:37,??,Access by KAI,6.11.2,jempol ke atas,positive
1,4/13/2025 11:22,"scam aplikasi rusak, gua udah bayar tiket di cek ga bisa di buka, ada tulisan tertera tidak mempnyai tiket",Access by KAI,6.11.2,"scam aplikasi rusak, gua sudah bayar tiket di cek tidak bisa di buka, ada tulisan tertera tidak mempnyai tiket",negative
5,4/13/2025 11:09,Best of the best,Access by KAI,6.11.2,best of the best,positive
5,4/13/2025 11:07,"alhamdullilah, selesai. mudah di akses makin suksek selalu. PT KAI",Access by KAI,6.11.2,"alhamdullilah, selesai. mudah di akses makin suksek selalu. pt kai",positive
5,4/13/2025 10:59,bagus,Access by KAI,6.11.2,bagus,positive
5,4/13/2025 10:28,sangat memuaskan,Access by KAI,6.11.2,sangat memuaskan,positive
1,4/13/2025 9:55,"mengecewakan, topup kaipay masuknya setelah nyaris 3hari, saldo kadang muncul kadang hilang, diminta untuk aktivasi lagi.. pemesanan makanannya jg lama bgt aplikasi bukannya mempermudah dan malah jadi lama n ribet, pesen makanan nyampe nya lebih dari 1 jam.. alasan nya ga masuk akal, katanya pesanan sdh di antarkan, anter kmn? kita pesen kan ada bukti smuanya..no order, tiket, nama, seat dll, emang nganter pesanan diem2 aja? ga nany ke penumpangnya? pesen ga? atau liat kek no seat/tiket nya????",Access by KAI,,"mengecewakan, topup kaipay masuknya setelah nyaris 3hari, saldo kadang muncul kadang hilang, diminta untuk aktivasi lagi. pemesanan makanannya juga lama banget aplikasi bukannya mempermudah dan malah jadi lama dan ribet, pesan makanan sampai nya lebih dari 1 jam. alasan nya tidak masuk akal, katanya pesanan sudah di antarkan, anter kemana? kita pesan kan ada bukti smuanya.no order, tiket, nama, seat dulu, memang nganter pesanan diem2 saja? tidak nany ke penumpangnya? pesan tidak? atau lihat kayak no seat/tiket nya orang tepuk jidat ??",negative
1,4/13/2025 8:20,"teu baleg, aplikasi error terus saldo kepotong tapi tiket eweuh",Access by KAI,6.7.0,"teu baleg, aplikasi error terus saldo kepotong tapi tiket eweuh",negative
1,4/13/2025 8:15,ayolah pihak KAI !!!! benahi lemotnya aplikasi yang sering error ini . commuter juga ada yang bisa pesan tempat duduk dan ada yang tidak . harusnya kalau tempat duduk sudah habis tidak usah dijual tiketnya . buruk sekali manajemen nya,Access by KAI,6.11.2,ayolah pihak kai ! benahi lemotnya aplikasi yang sering error ini . commuter juga ada yang bisa pesan tempat duduk dan ada yang tidak . harusnya kalau tempat duduk sudah habis tidak usah dijual tiketnya . buruk sekali manajemen nya,negative
5,4/13/2025 8:11,ok,Access by KAI,6.11.2,ok,positive
4,4/13/2025 7:54,ok,Access by KAI,6.11.2,ok,positive
5,4/13/2025 7:44,keren,Access by KAI,6.11.1,keren,positive
5,4/13/2025 7:31,Cukup Membantu dalam perjalanan saya...,Access by KAI,6.11.2,cukup membantu dalam perjalanan saya.,positive
5,4/13/2025 7:23,bagus,Access by KAI,6.11.2,bagus,positive
5,4/13/2025 6:59,sangat membantu,Access by KAI,6.11.2,sangat membantu,positive
1,4/13/2025 6:56,"jelek. lola, signal jelek dikit gakbisa!! terus aku top up 10k yang masuk cuman 8k.. potongannya banyak, belum admin tf ke banknya!! mohon aplikasi lokal seperti KAI ini diperbaiki lagi!!!",Access by KAI,6.11.2,"jelek. lola, signal jelek dikit gakbisa! terus aku top up 10k yang masuk cuman 8k. potongannya banyak, belum admin tf ke banknya! mohon aplikasi lokal seperti kai ini diperbaiki lagi!",negative
5,4/13/2025 6:37,oke,Access by KAI,6.11.2,oke,positive
5,4/13/2025 4:57,"pelayan bagus, tepat waktu",Access by KAI,6.11.2,"pelayan bagus, tepat waktu",positive
5,4/13/2025 4:24,ok,Access by KAI,6.11.2,ok,positive
5,4/13/2025 4:10,mantoel,Access by KAI,6.11.2,mantoel,positive
5,4/13/2025 3:39,transaksi di permudah,Access by KAI,6.11.2,transaksi di permudah,positive
1,4/13/2025 3:33,kak ini fitur kelola tiketnya hilang kemana ya,Access by KAI,,kak ini fitur kelola tiketnya hilang kemana ya,negative
5,4/13/2025 3:31,mantap??????,Access by KAI,6.11.2,mantap jempol ke atas warna kulit cerah wajah berkacamata hitam,positive
5,4/13/2025 3:00,Mantap adminnya fast respon dan peduli dengan ulasan di google playstore,Access by KAI,6.11.2,mantap adminnya fast respon dan peduli dengan ulasan di google playstore,positive
5,4/13/2025 2:43,"Trimakasih untuk pelayanan KAI yang sangat membantu warga yang menengah dan nyaman bersih, semoga selalu di perbaharui setiap waktu ??????????",Access by KAI,,"trimakasih untuk pelayanan kai yang sangat membantu warga yang menengah dan nyaman bersih, semoga selalu di perbaharui setiap waktu melipat tangan melipat tangan melipat tangan wajah tersenyum dengan 3 hati wajah tersenyum dengan 3 hati",positive
5,4/13/2025 2:22,mudah digunakan,Access by KAI,6.11.2,mudah digunakan,positive
2,4/13/2025 2:15,"bila kondisi mendesak,top up kai pay tidak bisa langsung masuk tp harus menunggu 15 menit dan itupun harus berbayar Rp.2500",Access by KAI,6.11.2,"bila kondisi mendesak,top up kai pay tidak bisa langsung masuk tapi harus menunggu 15 menit dan itupun harus berbayar rp.2500",negative
5,4/13/2025 2:09,good,Access by KAI,6.11.2,bagus,positive
