score,at,content,app_name,appVersion,sentiment
5,4/7/2025 22:58,"mantastap,,, lanjutkan pelayanan biar semakin memuaskan",Access by KAI,6.11.2,positive
1,4/7/2025 21:25,"akhir2 ini sering sekali error, reduksi tni kadang bisa dipakai, kadang tidak padahal dengan kereta dan jurusan yang sama.",Access by KAI,6.11.2,negative
5,4/7/2025 18:26,mudah gak ribet TOP dahhh,Access by KAI,6.11.2,positive
5,4/7/2025 17:13,KAI andalan terbaik,Access by KAI,6.11.2,positive
4,4/7/2025 17:03,"1. andaikan memungkinkan, mengapa kai tdk menambah rangkaian gerbong kereta ekonomi utk mengatasi banyaknya pemakai jasa kai? naikin ongkos sekitaran 5 rb ga masalah sih mengingat saat ini org mulai malas naik moda transportasi selain kereta 2. bagaimana misal pelayanan kpd penumpang di tingkatkan? misal utk lansia dan disabilitas sdh diinfokan sebelumnya utk turun di gerbong X dan Z yg sdh ada tangga yg disediakan. btw pelayanan kami sdh lumayan bagus. congrats ya. cm perlu lbh ditingkatkan",Access by KAI,6.11.2,positive
5,4/7/2025 16:04,??,Access by KAI,6.11.2,positive
4,4/7/2025 15:59,bgus.,Access by KAI,6.11.2,positive
5,4/7/2025 15:49,bagus,Access by KAI,6.11.2,positive
1,4/7/2025 15:40,"Mau pesan tiket online jadwal selalu kosong, masih bagusan versi yang lama",Access by KAI,6.11.2,negative
5,4/7/2025 14:53,sangat menguntungkan,Access by KAI,6.11.2,positive
4,4/7/2025 14:01,bagus,Access by KAI,6.11.2,positive
5,4/7/2025 13:58,mantap,Access by KAI,,positive
5,4/7/2025 13:24,"bagus, cukup memudahkan customer",Access by KAI,6.11.2,positive
4,4/7/2025 13:22,agak lemot,Access by KAI,6.11.2,positive
5,4/7/2025 13:21,sangat membantu dan puas pelayanan,Access by KAI,6.11.2,positive
5,4/7/2025 13:12,KAI makin ksini makin keren,Access by KAI,6.11.2,positive
5,4/7/2025 13:01,semakin ok,Access by KAI,6.11.2,positive
1,4/7/2025 12:51,"keputusan untuk menghapus pengembalian dana dari pembatalan tiket lewat e-money benar benar efektif membuat pengguna pusing. apalagi yang gak punya rekening bank itu dikarenakan rekening bank harus sama dengan pemilik tiket yang dibatalkan. benar benar mencuri hak dari pengguna. sebagai BUMN yang mengayomi rakyat, HAK rakyat harus di prioritaskan!!!",Access by KAI,6.11.2,negative
1,4/7/2025 12:09,mau cek ketersediaan tiket malah pakai antrian durasi menit bikin repot aplikasi gak satset seperti dahulu kala,Access by KAI,6.11.2,negative
1,4/7/2025 12:08,aplikasi bnyk kekurangan mau pesen ada antri sgala payah nih pt kai sdh memonopoli tp tdk profesional,Access by KAI,,negative
3,4/7/2025 12:07,Terbaik,Access by KAI,6.11.2,positive
1,4/7/2025 12:06,APK LOAD LAMA,Access by KAI,,negative
5,4/7/2025 11:56,bagusss aplikasinya...no lemot lemot,Access by KAI,6.11.2,positive
5,4/7/2025 11:49,sangat baik,Access by KAI,6.11.2,positive
1,4/7/2025 11:47,"aplikasi tidak bisa di buka, sudah di update TPI tidak bisa di buka",Access by KAI,6.11.2,negative
5,4/7/2025 11:31,thanks for all giys,Access by KAI,6.11.2,positive
5,4/7/2025 10:41,bagus,Access by KAI,6.11.2,positive
1,4/7/2025 10:37,kenapa sih hbs update Paswordny malah gk bisa login ini gmna ya maksdnya tolong lah masak hbs di update malah nyusahin gini dipake ya masih enk sblm di update mlahan ...,Access by KAI,,negative
5,4/7/2025 10:18,"Aplikasinya setelah update terakhir sangat amat lemot dan sering crash ?? mending ga usah di update dah, yg sebelumnya padahal dah lancar.",Access by KAI,6.10.1,positive
5,4/7/2025 10:09,ok,Access by KAI,6.11.2,positive
5,4/7/2025 10:03,keren.,Access by KAI,6.11.2,positive
1,4/7/2025 9:40,"parah kalah ama calo,udh ada diklik tp no seat Mulu..kacaw",Access by KAI,6.11.2,negative
5,4/7/2025 9:40,Good,Access by KAI,6.11.2,positive
5,4/7/2025 9:32,acces yes,Access by KAI,6.10.1,positive
5,4/7/2025 9:32,terimakasih ?? KAI Access,Access by KAI,6.11.2,positive
5,4/7/2025 9:09,"Mudah, praktis, dan simple. Good for KAI. ??",Access by KAI,6.11.2,positive
5,4/7/2025 9:03,sangat cocok digunakan untuk traveling,Access by KAI,6.11.2,positive
5,4/7/2025 8:51,ok,Access by KAI,6.11.1,positive
5,4/7/2025 8:44,baik,Access by KAI,6.11.2,positive
5,4/7/2025 8:38,kai semakin mantaf. senang dengan kai,Access by KAI,6.11.2,positive
2,4/7/2025 8:31,"petugas tamatan SMA nya ajarin baca nik dulu, kurg bgus tuh seleksi penerimaan petugasnya",Access by KAI,,negative
5,4/7/2025 8:01,ok,Access by KAI,6.11.2,positive
5,4/7/2025 7:58,jos,Access by KAI,6.11.2,positive
5,4/7/2025 7:05,saya pengguna terbaru kereta Alhamdulillah dg adanya access by KAi bisa mudah untuk memesan tiket,Access by KAI,6.11.2,positive
1,4/7/2025 6:58,"Astagfirullah kok top up sekian yang masuk kurang dari nominal top up, misal top up 15.000 yang masuk cuman 13.000, scam atau gimana sih, udah 3 kali saya top up cuman rugi di biaya admin yang mahal, masa masuknya kurang dari nominal semua, tolonglah KAI yang bener, dana saya butuhkan segera untuk beli tiket kok malah masuk kurang gini ??????",Access by KAI,6.11.2,negative
5,4/7/2025 6:33,good,Access by KAI,6.11.2,positive
5,4/7/2025 6:17,Sangat membantu. Cuma pembatalan tiket lokal tolong bisa bantu di aplikasi.,Access by KAI,6.11.2,neutral
5,4/7/2025 6:10,sangat bermanfaat,Access by KAI,6.11.2,positive
5,4/7/2025 6:05,keren,Access by KAI,6.11.2,positive
5,4/7/2025 6:03,mantab,Access by KAI,6.11.1,positive
5,4/7/2025 5:43,sangat membantu,Access by KAI,6.11.2,positive
5,4/7/2025 5:29,"Pilihan kursinya ngacak banget, jd ngak nyaman bwt pilih kursinya.",Access by KAI,6.10.2,positive
5,4/7/2025 5:29,mudah bertransaksi,Access by KAI,6.11.2,positive
5,4/7/2025 5:02,"bagus, sangat memudahkan penumpang",Access by KAI,6.11.2,positive
1,4/7/2025 4:54,kalo masuk aplikasi gak bisa2,Access by KAI,,negative
2,4/7/2025 4:39,susah cari tiket kereta,Access by KAI,6.11.2,negative
5,4/7/2025 4:31,mantap,Access by KAI,6.11.2,positive
5,4/7/2025 4:12,oke baik,Access by KAI,6.11.2,positive
5,4/7/2025 3:27,ok,Access by KAI,6.11.2,positive
5,4/7/2025 3:24,aplikasi sudah bagus dan sangat informatif,Access by KAI,6.11.1,positive
5,4/7/2025 2:47,kenapa dana pembatalan saya belum dikembalikan ya padahal sudah 1 Minggu,Access by KAI,6.11.2,neutral
5,4/7/2025 2:44,keren banget,Access by KAI,6.11.2,positive
5,4/7/2025 2:38,Memuaskan,Access by KAI,6.11.2,positive
1,4/7/2025 2:23,apknya lemot untuk top up dan pengembalian dana butuh waktu lama.,Access by KAI,6.11.2,negative
5,4/7/2025 2:22,Terbaik,Access by KAI,6.11.2,positive
1,4/7/2025 2:04,refund susah bgt bosssss,Access by KAI,,negative
5,4/7/2025 1:42,"sangat membantu buat reservasi tiket, thanks you KAI",Access by KAI,6.11.2,positive
1,4/7/2025 1:37,ah aplikasi Ee...masa Email sy salah Melulu. sdh jelas² Email sy Sdh terdaftar du gogle,Access by KAI,,negative
5,4/7/2025 1:31,Layanan mantap dan akurat.,Access by KAI,6.11.2,positive
5,4/7/2025 1:10,bagus,Access by KAI,6.11.2,positive
5,4/7/2025 0:55,yess yess,Access by KAI,6.11.2,positive
5,4/7/2025 0:32,Saya Bangga dengan KAI..,Access by KAI,6.11.2,positive
5,4/7/2025 0:25,baik,Access by KAI,6.11.2,positive
5,4/6/2025 23:22,"pengalaman saya tranfortasi KAI sangat membantu sekali kelancaran perjalanan yg sngt memuaskan,pelayanan rapi dari petugas nya.",Access by KAI,,positive
5,4/6/2025 22:50,membuat sekali,Access by KAI,6.11.2,positive
5,4/6/2025 22:41,"asyik dan menyenangkan,berharap ada jadwal buat ke Siantar yg trip ke dua jangan sampai kemalaman tiba di Siantar buat pengguna seperti saya minim pengangkutan ke desa pedalaman",Access by KAI,6.11.2,positive
1,4/6/2025 22:34,"aneh, tiket saya ngga muncul padahal udah beli dan ada bukti transaksi. nyoba beli di jam sama tapi ngga bisa karna udah pesen tapi tetep aja tiketnya ngga muncul. akhirnya mau gamau pesen di hari lain. tolong segera diperbaiki",Access by KAI,6.8.1,negative
5,4/6/2025 22:26,sangat membantu,Access by KAI,6.11.2,positive
1,4/6/2025 21:45,"saya kecewa dengan pelayanan dan apk nya,karena sudah bayar tiket tapi tiket nya tidak muncul",Access by KAI,6.11.2,negative
5,4/6/2025 21:33,semoga semakin upgrade lagi,Access by KAI,6.11.2,positive
1,4/6/2025 17:43,pesen tiket antar kota gagal terus,Access by KAI,,negative
1,4/6/2025 17:43,Ngelag,Access by KAI,6.11.2,negative
1,4/6/2025 17:08,BURUK APLIKASI BURUK,Access by KAI,6.11.2,negative
1,4/6/2025 16:53,"paling jengkel nih apk setiap mau pesan tiket kereta ada tulisan connection jelek lah, girilan bisa habis semua tiket, ga ke bagian jadinyaaa, capeeee",Access by KAI,6.11.2,negative
5,4/6/2025 16:15,suka ga jelas sistem antriannya kalo tiket tinggal satu atau tiga ga pernah bisa dapat,Access by KAI,6.11.2,positive
5,4/6/2025 16:07,"Alhamdulillah sekarang udah keren banget apk nya ga kaya beberapa bulan lalu sering ngebug, sekarang udah lancar jaya, sukses selalu PT KAI",Access by KAI,6.11.2,positive
5,4/6/2025 16:03,akun sudah ada,Access by KAI,6.11.2,positive
5,4/6/2025 15:57,sangat bermanfaat,Access by KAI,6.11.2,positive
1,4/6/2025 15:17,"mo pesen connecting train, ada jam keberangkatan tp saat dipesan gak bisa,lanjut ke informasi center di stasiun dan gak ada solusi katanya hanya bisa di aplikasi tapi di aplikasi gak bisa dipesan ada invalid lah, ada time apalah, ada not seat available, dan sama yg petugas informasi suruh ke Indomaret. lanjut lah ke Indomaret sama sekali ga ada conecting train. menyusahkan sekali. dlu mah gampang2 aja. pesen connecting bisa langsung bayar dll. dan itu informasi center buat apa kalo gak da solusi",Access by KAI,6.11.2,negative
5,4/6/2025 14:48,mengapa lama sekali saldo diterima setelah top up,Access by KAI,6.11.2,negative
5,4/6/2025 14:21,mudah dan bagus,Access by KAI,6.11.2,positive
2,4/6/2025 14:09,"semenjak tidak adanya nomor kursi, tiket online ini menurut saya tidak efektif, lebih baik tiket offline sepert dulu, lebih efektif, apa lagi saya pengguna kai setiap hari pp kerja, tiket hangus tidak bisa di rubah seharusnya bisa di rubah jika belum eboarding pass,,,,",Access by KAI,6.11.2,negative
1,4/6/2025 13:58,verifikasi kagak muncul²,Access by KAI,6.11.2,negative
5,4/6/2025 13:19,fleksible dan cepat,Access by KAI,6.11.2,positive
4,4/6/2025 13:18,lebih di bayakin pilihan Snack dan cemilannya,Access by KAI,6.11.2,positive
5,4/6/2025 13:04,baik,Access by KAI,6.11.2,positive
1,4/6/2025 13:01,"Udah diupdate, diuninstall diinstal lagi tetep gabisa masuk (failed) . menyusahkan manusia kalo kaya gini",Access by KAI,,negative
4,4/6/2025 12:54,"Untuk saldo masuk setelah top up KAIPay itu cukup lama 15 menit lalu agak sulit saat top di E-mbanking terutama di Mandiri muncul notifikasi ""nomor tidak ditemukan"" dan riwayat KAIPay susah untuk muncul.",Access by KAI,6.11.2,negative
1,4/6/2025 12:50,tolol banget dah masa jadwal kereta di stasiun beda sama di aplikasi. apa gunanya,Access by KAI,6.11.2,negative
4,4/6/2025 12:50,lebih mudah,Access by KAI,6.11.2,positive
5,4/6/2025 12:47,bagus,Access by KAI,6.10.2,positive
5,4/6/2025 12:39,memuaskan,Access by KAI,6.11.2,positive
1,4/6/2025 12:25,ribet mau batalin tiket malah gak bisa,Access by KAI,6.11.2,negative
5,4/6/2025 11:41,ok,Access by KAI,6.11.2,positive
5,4/6/2025 11:21,mantap,Access by KAI,6.11.2,positive
5,4/6/2025 11:17,oke,Access by KAI,6.11.2,positive
5,4/6/2025 10:45,mantap,Access by KAI,6.11.2,positive
5,4/6/2025 10:26,Apl. KAI sangat membantu banyak kegiatan perjln sy by train dlm pemesanan tiket. Hemat waktu hemat tenaga hemat dana. Terimakasih KAI,Access by KAI,6.11.2,positive
4,4/6/2025 10:05,"untuk biaya tarif ubah jadwal masih terlalu besar persenannya, jadi tolong dikurangi",Access by KAI,6.11.2,positive
4,4/6/2025 9:53,"tolong tambahkan stasiun bandar khalipah pada bagian menu ""antar kota""",Access by KAI,6.11.2,positive
5,4/6/2025 9:05,mantab cepat tak bertele2,Access by KAI,6.11.2,positive
5,4/6/2025 8:46,gokil sat set,Access by KAI,6.11.2,positive
5,4/6/2025 8:16,cepat,Access by KAI,6.11.2,positive
5,4/6/2025 7:48,sudah berbenah baik,Access by KAI,6.11.2,positive
5,4/6/2025 7:11,"sudah uninstal trus instal ulang tetap gak bisa dibuka , ngelag aja kai access",Access by KAI,,positive
5,4/6/2025 6:42,lebih banyak diskonan,Access by KAI,6.11.2,positive
5,4/6/2025 6:38,mantap,Access by KAI,6.11.2,positive
5,4/6/2025 6:37,lebih mudah beli tiket,Access by KAI,6.11.2,positive
1,4/6/2025 6:28,Cemana buat apk tapi tiket gapernah kebagian kocakk,Access by KAI,,negative
5,4/6/2025 6:26,memudahkan pengguna,Access by KAI,6.11.2,positive
5,4/6/2025 6:24,"Baru di sini dpt promo sampe 25%, udah ratusan kali beli di aplikasi lain belum pernah dpt promo...2 kali refund di sini juga & di balikkin duitnya, Oke makasih",Access by KAI,6.10.2,positive
5,4/6/2025 6:20,"Pemesanan mll KAI Acces kereeen.. Tapi ada yg ""mengecewakan"" yaitu posisi nomot kursi. Kalo nomor kecil itu ya pasti didepan & nomor besar ya pasti di belakang. Harus ada kepastian posisi nomor kursi di depan atau dibelakang, agar kepuasan pelanggan tetap terjaga. Tolong di perhatikan ya. Mgkn bs pake digital atau nomor yg di pasang/ lepas.",Access by KAI,6.11.2,positive
1,4/6/2025 6:10,tolol keluar sediri ga bisa masuk,Access by KAI,6.11.2,negative
5,4/6/2025 5:42,mantap,Access by KAI,6.11.2,positive
5,4/6/2025 5:37,sangat membantu ??,Access by KAI,6.11.2,positive
4,4/6/2025 5:15,KAI kadang2 sulit masuk aplikasi boss,Access by KAI,6.10.2,neutral
5,4/6/2025 5:08,tolong tambahkan jadwal seluruh kereta dan pemberhentiannya,Access by KAI,6.11.2,positive
5,4/6/2025 5:05,akses mudah,Access by KAI,6.11.2,positive
2,4/6/2025 5:04,"biaya admin mahal untuk bank lain 6.500 dan beli 30 ribu yang masuk 28 ribu,,,, Why???",Access by KAI,6.11.2,negative
1,4/6/2025 5:01,"saya memberi bintang 1 karna bihak kai tidak membolehkan naik kereta dari pariaman ke lubuk alung hanya karna nik tidak sesuai,emang dengan nik tidak sama bisa merusak kereta",Access by KAI,,negative
5,4/6/2025 4:49,"tolong dong tambahin arah tempat duduk menghadap kemana, kalau yang berharap hadapan",Access by KAI,,positive
1,4/6/2025 4:32,"bang admin ini gimana sih, saya mau beli tiket untuk besok, namun saat saya masukan info keberangkatan dan kehadiran, saya ketuk cari, malah ""Ops jadwal tidak di temukan"" begitu ke semua tanggal :( ini solusinya bgimana?",Access by KAI,6.11.2,negative
5,4/6/2025 3:48,terima kasih,Access by KAI,6.11.2,positive
1,4/6/2025 3:47,kurang dalam metode pembayaran keluar stasiun masih ngetab lagi,Access by KAI,,negative
4,4/6/2025 3:34,baik,Access by KAI,6.11.1,positive
5,4/6/2025 2:56,"Proses cepat dan mudah dipahami, banyak pilihan cara pembayaran",Access by KAI,6.11.2,positive
5,4/6/2025 2:45,nice,Access by KAI,6.11.2,positive
5,4/6/2025 1:46,good,Access by KAI,6.11.2,positive
2,4/6/2025 1:35,"aplikasinya gak jelas masa mau ngebatalin tiket aja ribet amat orang pesan buat orang tua terus mau, dibatalkan ehhhh ribet amat inilah itulah. gak jelas, kecewa.",Access by KAI,5.1.0,negative
5,4/6/2025 0:51,ok makasih,Access by KAI,6.11.2,positive
5,4/6/2025 0:15,mantappp,Access by KAI,6.11.2,positive
1,4/5/2025 23:41,"ga jelas, jenis kelamin sm NIK ke ubah padahal ga pernah ngeubah sebelumnya, karena beli tiket ga sekali dua kali, terus kode otp ga masuk ke email sama sekali, padahal email-nya sama dengan akunnya, CS di stasiun juga ga bisa membantu buat mengubah",Access by KAI,,negative
5,4/5/2025 23:33,sangat membantu tp mohon metode pembayaran diperluas,Access by KAI,6.11.2,positive
5,4/5/2025 23:08,mantap,Access by KAI,6.11.2,positive
5,4/5/2025 22:12,bagus,Access by KAI,,positive
5,4/5/2025 21:52,bagus,Access by KAI,6.11.2,positive
5,4/5/2025 18:15,Terima kasih KAI atas aplikasi ini sehingga mempermudah transaksi tiket dan lainnya. Semoga lebih baik dan di tingkatkan aplikasi dan pelayanan serta keamanan.,Access by KAI,6.11.2,positive
5,4/5/2025 18:10,mantap,Access by KAI,6.11.2,positive
1,4/5/2025 17:47,"beli tiket LRT tujuan cikoko-ciracas, udah masuk ke pembayaran malah loading lama. pas masuk kembali, saldo udh kepotong, liat ke pembelian tiket, tiketnya gak ada, buka riwayat pembayaran malah time out/ error. beberapa jam kemudian, ada riwayat pembelian ""paymerchant"". trus jadinya tiket LRT yang saya udah pesan, kemana tuh? ditunggu info terbarunya. walau kesalahannya gak seberapa, setidaknya ada tanggung jawab dalam menghadapi keresahan para pengguna aplikasi ????",Access by KAI,6.11.2,negative
2,4/5/2025 17:13,sudah top up tapi saldo gk masuk masuk,Access by KAI,,negative
5,4/5/2025 16:13,ok,Access by KAI,6.11.2,positive
1,4/5/2025 16:01,aplikasi nya benaran begini kah??? masa saldo saya udh di potong tpi tiket tidak keluar2 harap kembalikan dana saya jangan main ambil saja..... dr tgl 3 april 2025 buat pelaporan tp sampe sekarang belm ada respon udah di tlpn2 cs nya kata nya chat di fb udh di chat tp tidak ada respon tolong ya kembalikan dana saya yg di potong......,Access by KAI,6.11.2,negative
5,4/5/2025 15:50,ok,Access by KAI,,positive
5,4/5/2025 15:43,mantap,Access by KAI,6.11.2,positive
5,4/5/2025 15:35,Alhamdulillah,Access by KAI,6.11.2,positive
5,4/5/2025 15:20,bagus dan sangat membantu,Access by KAI,6.10.2,positive
1,4/5/2025 14:56,masa kode otp nya gk kekirim kirim???,Access by KAI,6.11.2,negative
1,4/5/2025 14:47,"susah banget saat pembatalan tiket harus nunggu 7 hari baru dana di kembalikan,pas bayar tiket mau cepat² tapi pas pembatalan harus nunggu lama.",Access by KAI,6.11.2,negative
5,4/5/2025 14:25,bermanfaat,Access by KAI,6.11.1,positive
5,4/5/2025 14:14,"pelayanan bagus,sayang gak ada kursi",Access by KAI,6.11.2,positive
2,4/5/2025 13:52,kecewa nya karnaa naik comuter line...lama banget nunggu transit yang jalur lain lewat dulu....udah mah dikejar waktu dasar asem,Access by KAI,6.11.2,negative
5,4/5/2025 13:49,baik,Access by KAI,6.11.2,positive
5,4/5/2025 13:29,oke,Access by KAI,,positive
5,4/5/2025 13:15,"sangat membantu untuk jalan2 bersama keluarga dgn tiket yg sgt murah.dan fasilitas sgt baek,keamanan dan kebersihan sgt ok. cuma sering tdk kebagian kursi hahaha",Access by KAI,6.11.2,positive
5,4/5/2025 12:46,mantap,Access by KAI,6.11.2,positive
5,4/5/2025 12:39,pelayanan memuaskan,Access by KAI,,positive
5,4/5/2025 12:27,aplikasi sangat membantu dalam perjalanan jarak jauh dan dekat,Access by KAI,6.11.2,positive
5,4/5/2025 12:16,mantap,Access by KAI,6.11.2,positive
1,4/5/2025 12:13,"aplikasi crash g bisa update saldo, udh ke potong kai pay nya tp",Access by KAI,6.11.2,negative
5,4/5/2025 12:03,mantul,Access by KAI,6.11.2,positive
5,4/5/2025 11:59,good,Access by KAI,6.11.2,positive
5,4/5/2025 11:49,sangat murah dan nyaman,Access by KAI,6.11.2,positive
5,4/5/2025 10:27,nice,Access by KAI,6.11.2,positive
5,4/5/2025 10:23,good,Access by KAI,6.10.2,positive
5,4/5/2025 10:18,ok mantab,Access by KAI,6.11.2,positive
5,4/5/2025 9:39,praktis dalam pelayanan,Access by KAI,6.10.1,positive
5,4/5/2025 9:36,ok,Access by KAI,6.10.2,positive
5,4/5/2025 9:26,kai emang jos,Access by KAI,,positive
1,4/5/2025 8:56,"aplikasi jelek, udah isi saldo tapi tidak masuk-masuk di aplikasinya",Access by KAI,6.11.1,negative
5,4/5/2025 7:46,"sangat bermanfaat bagi keluarga, terutama pengguna transportasi KAI, terimakasih Access by KAI",Access by KAI,6.11.2,positive
5,4/5/2025 7:39,bagussssssssss,Access by KAI,6.11.2,positive
5,4/5/2025 7:29,kok tanggal 11 kami sekeluarga tidak dapat PROMO LEBARAN???,Access by KAI,6.11.2,positive
1,4/5/2025 6:14,"apk sampah, mau upgrade member buat pesen kereta aja gabisa bisa",Access by KAI,6.11.2,negative
5,4/5/2025 4:48,mantap,Access by KAI,6.11.2,positive
5,4/5/2025 4:33,kerennn,Access by KAI,,positive
5,4/5/2025 4:29,mempermudah pemesanan tiket kereta. dan lebih simpel,Access by KAI,6.11.2,positive
5,4/5/2025 4:25,bagus,Access by KAI,6.11.2,positive
2,4/5/2025 4:18,"susah bgt mau refund uang ribet, padahal app yg lain gampang"" hilang 2x krn gak jd pulang",Access by KAI,6.11.2,negative
2,4/5/2025 4:16,kenapa saya gak bisa melakukan pembatalan tiket?,Access by KAI,,negative
5,4/5/2025 4:06,sangat membantu dan baik,Access by KAI,6.11.2,positive
1,4/5/2025 3:53,ancur euyyyyyy pesan udah sesuai kursi lah kok malah berubah tempat bobrooookkkk euyyyyy,Access by KAI,6.11.2,negative
5,4/5/2025 3:43,mantap,Access by KAI,6.11.2,positive
5,4/5/2025 3:00,Mudah digunakan,Access by KAI,6.11.2,positive
5,4/5/2025 2:58,ok,Access by KAI,6.11.2,positive
5,4/5/2025 2:52,sangat membantu,Access by KAI,6.11.2,positive
4,4/5/2025 2:33,ok,Access by KAI,6.11.2,positive
5,4/5/2025 2:03,bismillah update aplikasi semoga selalu berhasil mendapatkan tiket setiap kali membutuhkan aamiin,Access by KAI,6.10.1,positive
5,4/5/2025 1:57,membantu perjalanan dan sangat nyaman,Access by KAI,6.10.2,positive
5,4/5/2025 1:50,top markotop,Access by KAI,6.11.2,positive
5,4/5/2025 1:09,best pokonamah,Access by KAI,6.11.2,positive
5,4/5/2025 1:06,mantappp,Access by KAI,6.11.2,positive
5,4/5/2025 0:43,sering request time out padahal data sudah benar,Access by KAI,6.11.2,positive
5,4/5/2025 0:33,cepat dan praktis untuk memesan tiket kereta,Access by KAI,6.11.2,positive
5,4/5/2025 0:10,bagus bgt memudahkan,Access by KAI,6.11.1,positive
2,4/4/2025 23:47,setelah update untuk kereta api LOKAL stasiun PAKISAJI malang kok tidak tersedia padahal sebelumnya bisa dan ada mohon informasi nya ????,Access by KAI,6.11.2,negative
3,4/4/2025 23:42,baik,Access by KAI,6.11.2,positive
5,4/4/2025 23:25,baik,Access by KAI,6.11.2,positive
5,4/4/2025 23:13,mantaabbb,Access by KAI,6.11.2,positive
5,4/4/2025 21:51,sangat membantu terimakasih,Access by KAI,6.11.2,positive
5,4/4/2025 20:17,KAI oke,Access by KAI,6.11.2,positive
2,4/4/2025 19:12,"parah ,,di update bukan malah lebih bagus tapi makin kacau ,,saya pesen tiket 10 dan sudah melakukan pembayaran,,tapi tidak muncul e tiketnya ,,haduhhhh",Access by KAI,,negative
5,4/4/2025 18:04,KAI access memudahkan customer,Access by KAI,6.11.1,positive
5,4/4/2025 17:54,good,Access by KAI,6.11.2,positive
5,4/4/2025 17:39,mantap,Access by KAI,6.11.2,positive
1,4/4/2025 17:29,"Pesen Tiketnya Lama, pakai aplikasi sebelah langsung dapet. Pakai ini malah gagal terus, padahal sudah top up",Access by KAI,6.11.2,negative
4,4/4/2025 17:16,"tolong untuk fitur pembatalan,uang lebih cepat dikirim.dan bisa memantau di pembatalan tiket status pembatalan apakah uang sudah terkirim atau belum",Access by KAI,6.11.2,neutral
5,4/4/2025 17:15,Bgs lebih msh byr pakai saldo KAIPAY,Access by KAI,6.11.1,positive
4,4/4/2025 16:17,"top up terlalu lama kita nunggu 7-15 menit , sedangkan untuk tiket rebutan, overall bagus",Access by KAI,6.11.2,positive
5,4/4/2025 16:10,Ok,Access by KAI,6.11.2,positive
4,4/4/2025 16:05,"buat beli tiket secara online, terkadang kehabisan tiket manual",Access by KAI,6.11.2,neutral
3,4/4/2025 15:56,sangat bagus,Access by KAI,6.11.2,positive
5,4/4/2025 15:34,terimakasih BUMN bakti untuk negeri,Access by KAI,6.11.2,positive
5,4/4/2025 14:54,keren,Access by KAI,6.11.2,positive
4,4/4/2025 14:45,puas memudahkan penumpang dalam perjalanan,Access by KAI,6.11.2,positive
1,4/4/2025 14:16,"BURUK BANGETTTTT, GABISA PILIH TEMPAT DUDUK KAYAK DULU, KLO BELIK SEKELUARGA JADI BERSERAK TEMPAT DUDUKNYAA",Access by KAI,6.11.2,negative
5,4/4/2025 14:11,mantap aplikasi cepat,Access by KAI,6.11.2,positive
5,4/4/2025 13:59,"kai bagus, on time",Access by KAI,6.11.2,positive
5,4/4/2025 13:56,sangat membantu dan memudahkan pemesanan tiket.. trmksh KAI,Access by KAI,6.11.2,positive
1,4/4/2025 13:47,aneh yah keterangan tersedia kreta ekonomi pas di klik tidak tersedia tiba tiba muncul tiket eksekutif 2x lipat harganya kek permainan aplikasi,Access by KAI,,negative
1,4/4/2025 13:08,"saldo saya di kai tiba-tiba hilang, padahal cuma keluar sebentar lalu masuk lagi",Access by KAI,6.11.2,negative
5,4/4/2025 12:45,"sudah ber kali² ke jakarta selalu saja dgn KA, karena banyak pilihannya dan selalu aku dapatkan pengalaman baru, selamat kai",Access by KAI,6.11.2,positive
5,4/4/2025 11:50,pelayanan nyaa sangat cepat,Access by KAI,6.11.1,positive
1,4/4/2025 11:49,"Gilaaa paraah,selain pembelian tiket yg zonx 00.00 aplikasi eror,00.02 eror dipembayaran,00.05 tiket habis..ini percuma ada aplikasi.. Selain itu tiket lokal di berlakukan tanpa no kursi yg terjadi penumpukan penumpang dan desak2an,anak2 terjepit,ibu2 dan yg tua pun harus berdesak2an..udah bener ada no kursi jdi udah punya hak nya sendiri eh malah dihapus yang ANDA HARAPKAN APA ,,bukan nya menjadi lebih baik malah makin ancur,,,transportasi umum paling ANCUR,kai lokal merak - rangkasbitung.",Access by KAI,6.11.2,negative
5,4/4/2025 11:42,bagus bisa mempermudah penumpang dlm pembelian tiket.mantap !!,Access by KAI,6.11.2,positive
5,4/4/2025 11:40,Lihat jadwal kereta dan pembelian ticket lebih mudah,Access by KAI,6.11.2,positive
1,4/4/2025 11:38,tarsus ko ga ada,Access by KAI,6.9.13,negative
5,4/4/2025 10:58,mantaap,Access by KAI,6.10.2,positive
1,4/4/2025 10:28,semakin eror.. selalu yg keluar jadwal belum di tentukan,Access by KAI,6.11.2,negative
5,4/4/2025 10:12,awesome,Access by KAI,6.11.2,positive
5,4/4/2025 10:11,pelayanan bagus,Access by KAI,6.11.2,positive
5,4/4/2025 9:49,ok,Access by KAI,,positive
2,4/4/2025 9:25,"sistem bagusan kaya kemaren, soal kepemilikan nomor/kode bangku kereta, merak-rangkasbitung, percuma kita mesen jauh jauh hari, pas naik ga kebagian bangku. klo kita mesen online suka ada (tersedia 5 bangku tanpa kursi) malahan yg jauh jauh hari yg ga kebagian. payah lah",Access by KAI,,negative
5,4/4/2025 9:21,lancar,Access by KAI,6.11.2,positive
