cleaned_content,sentiment
tidak bisa login tidak bisa ganti password ribet banget sekarang kai,0
ok,1
aplikasi bagus! bisa tracking jaklingko lagi,1
mantul (mantap betul ),1
panduan lengkap dan efektif. langkah mudah dan cepat mengetahui rute² perjalanan transjakarta terimakasih transjakarta,1
verry bagus,1
cepat prosesnya,1
nice very nice,1
"sudah ditulis dimana akan naik dan turun tapi di berikan opsi ini itu, rekomendasi merepotkan bahkan tidak penting, saya mau naik dari bundaran hi ke kota, kalau rekomendasi nya naik transjakarta atau kereta masih ok, tapi ini malah ada rekomendasi untuk naik dari halte thamrin, ini rekomendasi apa jebakan",0
oke praktis,1
"aku kasih bintang 5 karena saya suka kereta api (27 februari 2022, sekarang tidak lagi sih, lebih suka pesawat)",1
mantaf,1
"jelek, pesan bisa online tapi ngebatalin tiket harus offline. mana update mulu dikit dikit.",0
"aplikasi ini memudahkan kita untuk keliling jakarta, cocok buat yang mau berpergian dengan teman atau keluarga, nyaman dan bersih, mencari rute nya juga sangat mudah",1
menyenangkan bagi lansia pakai kereta api by kai management,1
aplikasinya masih sangat banyak kekurangan nya tolong jangan di publish dulu di play store,0
mudah tidak ribet nyaman pokoknya,1
"server down! tepat saat mau masuk, aplikasi tidak bisa diakses.",0
mantap jempol ke atas,1
aplikasi belum layak digunakan. loading sangat lambat saat klik menu beli tiket dan lihat tiket. serta saat scan qr dari hp ke pintu masuk halte susah banget untuk dibaca oleh mesin gerbang halte. mohon diperbaikin karena saya benar benar kecewa,0
jos,1
mantap,1
"aplikasi kacangan,.jangan di download.buang2 kouta",0
sangat membantu dan memudahkan,1
bagus,1
lagi penting mau dipakai malah arang tidak bisa dipakai .otw grab,0
susah daftar. sudah dapat kode otp pun tidak bisa daftar.,0
jempol ke atas,1
membantu,1
mantap,1
"sebelumnya saya suka dan sering naik mrt,tapi setelah di update, e wallet dan bank yang biasa saya gunakan banyak yang di hilangkan dan sekarang hanya tersisa 3(tiga) metode pembayaran saja,saya sangat kecewa,karena hanya mempersulit konsumen,saya berharap bisa di evaluasi lagi,bank serta e wallet sebelumnya bisa di kembalikan lagi.",0
mantap,1
"error terus, capek.",0
sangat memudahkan transaksi,1
"memudahkan banget dengan adanya aplikasi ini, jadi tidak bingung. cinta banget sama transjakarta wajah dengan mata berbentuk bintang dekorasi hati",1
"aneh, ""jadwal tidak ditemukan"" padahal beberapa menit sebelumnya bisa, masa bumn pakai server ecek ecek, begitu banyak yang akses langsung down.",0
"aplikasi sangat bagus, memudahkan penggunanya, tidak ribet, sangat membantu untuk berpergian",1
"bismillah, transportasi yang masuk dan keluar harus tap ini dan tap out. namun pengguna baru saya melakukan cek saldo sebelum tap ini dan memfoto keluar juga tap out dan mengecek saldo dan memfoto, namun sering kali terkena foto saldo 3x, padahal saya tap ini dan tap out untuk transaksi dalam halte. saya bukan kalangan orang kayak saya transportasi buat kerja dan pulang, semoga bisa di perbaiki kinerja itu dan developernya. karena saya orang susah dan mencari nafkah buat ibu di rumah, bismillah",0
server down saat registrasi tiket masuk jis,0
sangat bijak,1
"aplikasi sangat menyesatkan.,.rekomendasi pemilihan halte tidak sesuai / tidak tepat",0
lumayan lebih praktis,1
"aplikasinya ini mempermudah banget bagi pengguna, jadi bisa tau rute-rute yang dilewati. sip mantap deh pokoknya",1
mau cari rute bus gampang. cari jadwal bus juga gampang. membantu sekali aplikasinya,1
"sangat membantu dalam proses pembelian tiket kai. mohon untuk batas pembelian tiket kai jangan satu jam sebelum keberangkatan, di sesuaikan dengan loket counter yang ada di stasiun.",1
bagus,1
aplikasi bagus,1
aneh aplikasiny ada bug tidak jelas,0
lumayan membantu,1
"petugas tidak bisa bekerja dengan baik malah marahin orang pas meminta bantu scan masuk , tidak bisa meminta tolong ke petugas nya",0
aplikasi yang memudahkan penggunanya sangat bagus wajah tersenyum dengan mata bahagia,1
"biaaya refund 25% dari harga tiket, tapi pas pengembaliaan dana nya ngaret berhari hari, busuk banget kai wajah muntah",0
menarik,1
membantu perjalanan dan sangat nyaman,1
terbaik,1
keren,1
"membantu,nyaman",1
sangat nyaman,1
"tidak bisa daftar member basic selalu error di aplikasi nya, jadi tidak bisa pakai fitur aplikasi nya kalau belum jadi member basic dan sudah laporan (cal center&email 3x) tidak ada solusi dari masalah tersebut.dari user melihat ketidakseriusan aplikasi kai akses ini yang sangat buruk dan mengecewakan",0
sudah berbenah baik,1
"mudah digunakan dan banyak layanan,",1
mantab,1
makin upgrade makin tidak fleksibel susah banget deh ah .,0
"tiket sering habis,pas dilihat tidak ada penumpang",0
sering error,0
aplikasi mrt sangat memudahkan untuk membeli tiket perjalanan dan informasi status perjalanan juga tersedia,1
sangat bagus,1
sudah bagus,1
aku ingin menjadi warga jakarta kelas dunia,1
sangat membantu buat aku yang sehari² pakai angkutan umum. khususnya bus trans. thank you,1
aplikasi apaan sudah pesan malah dibanlist bagaimana sih,0
ok banget kai jempol ke atas,1
membantu saat mau perjalanan menggunakan kereta api,1
"kadang kalau pakai scan mesin tapin/out nya error mulu malas saya lama lama sama soal mesin tap ini/out suka banget motong saldo lebih padahal tarif 2k saldo saya ada 11k masa setelah tap ini saldo saya jadi cuman 2,5k bagaimana sih mana kalau mau isi saldo harus 10k addiuh buat kantong pelajar jujur merugikan soalnya saya dikasih uang pas pas an banget tolong tolong kedepannya di perbaiki tolong",0
"aplikasi rusak, masa tidak bisa lupa kata sandi. kocak",0
sangat bagus dan berguna,1
mempermudah menginformasi jadwal kereta,1
"ap tidak jelas, tiket khusus kok dilempar ke umum",0
sudah bagus untuk tampilan ui/ux nya dan untuk fitur-fitur icon nya juga menarik tapi ada problem yang harus diperhatikan. fitur pembatalan pesanan tiket dan rubah jadwal setelah di update hilang. sehingga sangat sangat di sayangkan sekali. tolong di tambahkan lagi fitur tersebut seperti dulu lagi karena sewaktu-waktu ada acara mendadak bisa di reschedule untuk waktu pemberangkatan nya. terima kasih,0
baik jempol ke atas,1
agak lama layanan online nya tapi sangat membantu untuk urgent,1
aplikasi nya memudahkan khalayak ramai untuk mengetahui rute rute yang dada di transjakarta,1
sekarang tidak bisa di batalkan atau di ubah ke tiket selanjutnya,0
"aplikasi tidak guna, kalau bisa di kasih bintang 0 saya kasih. masa saya sudah buat akun tapi tidak bisa masuk ?",0
baik bagus,1
"aplikasi tidak jelas, mau lengkapin email data profil tidak bisa. mau hapus akun juga tidak bisa, sementara no.hpnya cuma bisa 1x akun. niatnya mempermudah masyarakat eh taunya malah ribet dan tidak jelas. bayar developer yang handal bukan sembarangan, ini buat masyarakat.",0
"sebagai seorang pejuang rupiah di jakarta, aplikasi ini kepake banget tiap hari. buat mantau jadwal tj dan cek trafic. terbantu banget dengan aplikasi ini.",1
jaya kai jaya,1
oke. semakin berbenah,1
selalu ok,1
nice,1
aplikasi tidak bisa di gunakan saat ingin memesan tidak timbul,0
bagus,1
aplikasi sangat baik,1
transportasi mudah dan aman terutama untuk lansia,1
terimakasih sangat membantu untuk tracking kedatangan bus nya,1
amazing service,1
sistem pembayaran menggunakan kai pay tolong diperbaiki. saldo terpotong namun tiket masih pending dan tercancel dikarenakan waktu. dan riwayat transaksi tidak muncul,0
mantap,1
keren,1
memudahkan,1
jelek banget apsnya susah login,0
"saya sudah berkali kali beli tiket bus reguler, setiap beli selalu invalid, padahal baru beli, jadinya saya harus beli sekali lagi supaya bisa, tolong diperbaiki ya, sudah berapa duit yang saya keluarkan",0
aplikasi bagus perjalanan lebih mudah,1
ok,1
"jujur menurut saya aplikasi ini bagus banget buat berpergian kemana²,lancar di hp saya mantap lah pokoknya,harganya juga murah,bisnya datang nya tepat waktu the best lah pokoknya",1
bagus,1
oke jempol ke atas,1
tiket di online habis terus banyak calo nya,0
membantu,1
tiba tiba server bermasalah.,0
sangat bagus,1
"saat beli tiket sering terjadi kesalahan tidak ada jadwal sampai""di tunggu lama""saat sudah ada pas tinggal bayar malah time out habis kecewa",0
luar biasa,1
aplikasi jelek,0
"supir tidak berhenti di bus stop mentang-mentang bus stop berikut nya deketan, kadang belum selesai naik juga sudah main gas saja, terus juga suka tidak dibuka 2 pintu malah cuma buka pintu belakang padahal ada motor parkir dekat pintu belakang jadi susah mau naik, kocak, tidak profesional banget",0
di tingkatkan pelayanan nya,1
"""saya sangat puas dengan layanan transjakarta! armada yang bersih dan nyaman, supir yang ramah dan profesional, serta rute yang strategis membuat saya tidak perlu khawatir tentang kemacetan di jakarta. proses pembayaran yang mudah dan tidak perlu repot membawa uang tunai juga sangat membantu. saya sangat merekomendasikan transjakarta kepada siapa saja yang ingin berkeliling jakarta dengan nyaman dan efisien!",1
harus di tingkatkan lagi melipat tangan,1
hancur euy pesan sudah sesuai kursi lah kok malah berubah tempat bobrooook euy,0
aplikasi tolool,0
menyenangkan pakai aplikasi kai akses untuk pergi jarak jauh tak repot lagi ke setasiun untuk membeli tiket kreta api,1
"selesai acara ya instal, terimakasih",0
oke,1
"transportasi terbaik memudahkan prjalanan kita kemana saja. selain mudah ini juga murah. perjalanan jadi makin aman . driver juga enak tidak ugal"" . tempat duduk nyaman dan busnya juga tidak apek dalemnya",1
luar biasa,1
trimakasih tj semoga dengan apkikasi ini lebih di permudah lagi bila ingin naik transjakarta,1
baik,1
"sistem pembayaran bukanya makin baik tapi makin hancur, dulu bisa pakai gopay,ovo ,link saja, sekarang pakai blu baca juga tidak bisa, beli di loket kena biaya 1000, programer lo busuk min ganti2in saja, orang mau buru2 malah ngupdate wajah tanpa ekspresi",0
oke,1
ok,1
kartu debit yang bisa ditambahkan hanya mandiri jempol ke bawah,0
easy,1
praktis,1
mntap,1
"menyenangkan, nyaman, bersih, penjaga jya ramah dan sangat membantu",1
"untuk pengajuan pembatalan tiketnya ribet, pengembalian dana via rekening atau e-walet harus atas nama penumpang sedangkan penumpangnya orang lain yang tidak punya akun rekening atau e-waletnya jadi tidak bisa di wakilkan saya selaku pemesan. hadeuh. sayang banget 2 tiket jadi angus tidak bisa di batalin.",0
aplikasi bagus sekali dan menyenangkan coba kalian semua download dan rasakan perbedaannya dan kalau mau lihat rute lihat di aplikasinya sangat komplit sekali,1
aplikasinya jelek banget sering ngelag sering stuck di 1 halaman jadi tidak dapat tiket kereta gara gara aplikasinya yang jelek banget.,0
bismillah semoga selamat sampai tujuan,1
tolong perbaiki pembayaran dengan shoppeepay tidak bisa di gunakan,0
luar biasa,1
membantu melihat ketersediaan akomodasi sehingga perjalanan lebih mudah di tentukan arahnya,1
"sudah hari ke 7, belum juga balik refund nya, bikin estimasi ke 1 - 3, biar lebih cepat atau ganti estimasi 30 hari kerja biar makin lama, menyusahkan saja.",0
"ini kenapa seperti ini tidak bisa di buka, tulisan nya sedang dalam pemeliharaan sistem kereta saya jam 13.00, bagaimana saya mau cetak boarding kalau seperti ini tolong segera di perbaiki dong",0
aplikasi yang sangat worth itu karena bisa pantau rute dengan jelas dan harga tiket brt nya sangat terjangkau,1
bagus job dude,1
data bus selalu lag,0
"ok banget, praktis, tq.",1
saat cari rute malah di suruh naik grab. hahahaha,0
"tidak jelas, menunggu info dari 8 menit ke 1 menit. tapi tidak nongol"". uninstall saja lah",0
aplikasi transjakarta ini sangat membantu para warga yang senang menggunakan transportasi umum dan sangat berguna terutama berguna untuk melacak bus transjakarta ini,1
"simple banget buat psen tiket jadi gampang, hanya saja lebih dibanyakin lagi promosi / diskon meriah untuk tiketingnya supaya pelanggan kai bertambah, terimakasih. hati berputar",1
"aplikasi lemot, tolong lah dibenerin lagi! mana ini pihak kai dari dulu banyak keluhan tapi tidak ada perbaikan",0
"sangat memudahkan untuk pembelian tiket, apalagi sekarang cari tiket susah karena perkembngn zaman juga huhu. terima kasih sudha menyediakan aplikasi pembelian tiket. wajah tersenyum lebar bermata hati wajah memeluk",1
mudah pebgoperasiannya,1
update mulu perasaan,0
lebih efisien,1
sangat membantu aplikasinya,1
membantu dengan banyak pilihan kereta,1
semakin memudahkan warga menggunakan layanan tj,1
keren the best . sukses selalu pt kai,1
bagus service,1
trans jakarta makin tidak jls. 2 minggu yang lalu saya isi kartu lewat qr 100rb dua kali tapi gaga mulu kata petugasnya 3hari uang nya akan kembali. sampai sekarang tidak ada kabar itu uang tolol memang,0
"railfood nya sering error, jadi tidak bisa pesan makan di kursi, padahal fitur ini sangat berguna, tolong diperbaiki",0
keren,1
ok banget pelayanan kai sukses terus,1
mudah,1
lebih cepat dan nyaman,1
fleksible dan cepat,1
"tolong fong sekelas kai masa kerja sama sama ewallet kaspro, pesan kai bayar kai pay tidak bisa mulu gara-gara kaspro bermasalah terus jempol ke bawah jempol ke bawah jempol ke bawah jempol ke bawah",0
mantap,1
min. ini appk masih berfungsi atau tidak? kenapa sering keluar sendiri? masuk sering gagal registrasi gagal terus sekarang masuk malah gagal terus,0
"berguna banget buat orang rantauan kayak aku, jadi tidak takut nyasar. bisa cek jadwal, rute, live tracking bus. informasi lengkap, fitur-fitur apknya juga gampang dipahami. thanks tj.",1
mantap keren aplikasinya,1
"aplikasinya bagus banget bisa membantu kapan busnya datang jadi tidak telat atau menunggu lama, kerennya bisa beli tiket langsung di aplikasi",1
baik,1
"trimakasi, sangat membantu",1
"rencana mau liburan, jadi nya tidak jadi, karena satu tiket beli nya pakai kartu pelajar, kata petugas nya harus pakai nik, ya kalau tidak bisa pakai kartu pelajar kenapa itu tiket bisa ada dan sudah di bayar juga. mau beli tiket berdiri pun sudah habis, tolonglah aplikasi nya lebih teliti lagi, kami jadi nya rugi kalau seperti ini. tambah petugas nya juga jutek tidak meminta maaf lagi",0
"sangat bermanfaat, terimakasih",1
aplikasi yang sangat berguna bagi yang suka bepergian menggunakan bus dan visual nya yang bagus,1
test dulu pakai ap ini,1
ok,1
aplikasi keren,1
aplikasi mudah di gunakan,1
bagus,1
mantap,1
top,1
"payah error mulu server down kali. ""kami akan segera kembali untuk yang terbaik untuk anda"". pret deh dari siang sampai sore. bagaimana mau pesan",0
sangat membantu,1
bagus job,1
pembayaran lewat ovo susah jaringan padahal sinyal kuat tapi tidak bisa. agak kecewa,0
mantul,1
cepat,1
"mau beli tiket malah tidak bisa.aplikasi apaan ini tidak modal banget padahal punya negara.rute sukabumi -bogor kenapa tidak bisa dibeli jelaskan tanggal 16,17,18,19 juni",0
mantap,1
kalau masuk harus login terus,0
bagus,1
oke,1
"hey why i always can't enter kaipay password, even though my password is correct, please fix itu",0
baru ada notifikasi bisa beli tiket dari aplikasi pas cek tiketnya sudah habis. . gembel. mending tidak usah di kasih tau sekalian,0
ok,1
mantap,1
"sudah didownload tidak berfungsi. servernya bermasalah terus, jadi tidak ada gunanya aplikasi ini, tidak bisa masuk, daftar, ataupun login",0
baik,1
sangat membantu sekali,1
nyaman dan bersih waktu tempuhnya bagus,1
"aplikasi error setelah update,malah tidak bisa pesan padahal semua kolom sudah di isi,tapi tetap tidak bisa lakukan ke sesi selanjutnya tidak tau kenapa tanpa keterangan,sudah stngh jam coba²ga bisa² malah keburu habis tiket nya",0
bagus,1
bagus transportation ini indonesian,1
"aplikasi transjakarta sangat membantu, kita bisa tau posisi bus dan halte terdekat, semoga dapat ditingkatkan terus aplikasinya",1
ok,1
angkutan publik penuh sukacita,1
ok,1
awesome,1
mantap,1
bug dimana mana,0
dengan ada nya aplikasi ini kebantu sekali dengan melihat rute dan melalui aplikasi ini membantu kita untuk berpergian,1
luar biasa kalau bia api keynya di buka untuk umum,1
membantu untuk mengetahui posisi bus melipat tangan melipat tangan,1
"aplikasinya ringan dan mudah digunakan, recommended buat kita yang cari halte terdekat atau rute jalan, sangat membantu",1
sangat membantu,1
"aplikasi ini sangat membantu untuk cek rute dan jadwal bus. informasinya jelas, jadi lebih gampang atur perjalanan harian. membantu banget buat yang sering pakai transportasi umum jempol ke atas warna kulit cerah jempol ke atas warna kulit cerah",1
terimakasih,1
"jelek banget masih banyak bug & ngelag, sinyal lancar padahal, tolong diperbaiki.",0
bagus,1
semakin error aplikasi jempol ke bawah jempol ke bawah jempol ke bawah jempol ke bawah jempol ke bawah jempol ke bawah jempol ke bawah jempol ke bawah jempol ke bawah jempol ke bawah jempol ke bawah awal-awal tidak ada masalah makin lama makin kayak kotoran kotoran kotoran kotoran,0
sangat membantu sekali jempol ke atas,1
"susah banget masuk . mau dapat kursi saja menunggu jam 00.00. setelah itu masih saja jadwal tidak dtemukan.kecewa. tolong diperbaiki dengan sebaik mungkin. saya barusan bayar tiket selesai dan lancar tapi tiket saya tidak ada. sampai saya beli kedua kali bayar selesai tetap tiket saya hanya 1, padahal 2x transaksi bayar. kecewa.",0
server kenapa kecil?,0
ok,1
mantap,1
mudah dan cepat.,1
"aplikasi sekelas bumn saja banyak error nya, bagaimana sih mau ganti kata sandi, tapi email kode otp nya tidak di kirim², mau aktifkan face id keterangan nya nik dan wajah tidak sesuai, aplikasi gagal",0
istri wedding,1
cepat dan harga lebih wort itu,1
sangat mudah dan sangat membantu,1
"2x etiket cumuteerline hangus, coba kalau riwayat transaksi selalu akurat, sebel banget kalau lagi buru buru begitu, aduh.",0
bagus,1
buruk sekali susah login setelah diperbaharui,0
"simpel dan mudah untuk pemesanan tiket,",1
bagus,1
masa bentar bentar harus update payah,0
"aplikasi error, harap diperbaiki secepatnya.",0
kalau jam sibuk usahakan tidak terkendala ap nya. ini jam2 pulang kantor sering banget error.,0
jak lingko sopir nya pada belagu,0
sering error,0
bagus,1
jempol ke atas,1
terbaik,1
oke,1
mantap,1
prah benar ssh amat. buat masuknya. problem mulu,0
puas dengen pelayanannya,1
"menurut gua sih aplikasi nya ccd, refund sampai 7 hari kerja lu mengapai saja ?",0
aplikasi kacau manajemen dan admin aplikasinya dadakan mulunkalo infoin,0
membanyaki lagi driver nya,0
"pembatalan tiket selalu gagal setelah memasukan norek dan verifikasi , chat cs hanya balasan otomatis dan diminta menunggu , sangat mengecewakan",0
"aplikasinya kalau di update kenapa tidak bisa baca gps bus nya sih, duh, kayak begini meminta kenaikan tarif?",0
"apaan sih ada radionya sgala, berisik banget. woy perbaiki tuh tampilan bis masih kedap kedip. sudah berminggu2 bug ini masih ada terus. tidak bisa bnrin apa?",0
bagus,1
puas,1
mempermudah,1
"saldo terpotong, tiket tidak muncul (krl), cs tidak respon jawaban otomatis terus di meminta menunggu!. keesokan hari nya baru muncul riwayat pembyrn berhasil tapi tiket tidak ada!",0
"aplikasi sangat merugikan, lebih dari 5 kali dengan kasus yang sama ketika saat melakukan pembayaran melalui isaku seperti terjadi trouble dan gagal sehingga saya mengetik ulang dan melakukan pembayaran lagi, alhasil saya beli 2 tiket yang sama padahal yang pertama trauble.rugi banget sih. akan saya uninstall sih.tidak berguna",0
sangat bagus,1
the best aplikasinya cepat respon,1
aplikasi payah.tutup saja katro tidak bisa registrasi ulang.,0
oke,1
pembelian tiket keluarga berdua atau lebih. tapi tempat duduk diokupasi oleh yang single semua. sehingga tidak bisa berderet. buat sistem pilihan kursi jika pergi sendirian. jangan dikasih opsi jendela. agar bisa dipakai oleh keluarga sederet.,1
"pengalaman download dan instal aplikasi ini sangat tidak menyenangkan, bayangkan awal coba memakai aplikasi ini untuk booking tiket kereta api untuk rute dari padang ke pariaman baru isi data-data penumpang dan setelah klik lanjutkan server langsung down, harus ngulang terus dan setelah diulang seperti itu lagi, banyak yang tidak puas dan kecewa dengan aplikasi ini.",0
sering kali update tapi harus isi data ulang,0
oke,1
sangat membantu,1
membantu banget aplikasi nya jadi tidak bingung mau naik halte dari mana,1
perbaharuan mulu wajah marah,0
akses cepat,1
sangat mudah dan membantu sekali,1
top,1
banyak error nya aplikasi nya butuh di update lagi,0
war tiket kereta api hanya ada di kai #bumncalo #banyakcalo calo kenyang,0
"terdapat masalah ""request processing failed; nested exception is java.lang.nullpointerexception"". sebelumnya pernah pesan tiket tapi telat membayar sehingga masa pemesanan hangus. sekarang mau pesan lagi tapi malah dapat masalah seperti itu. tolong solusinya melipat tangan .",0
bagus aplikasi,1
"bug nya banyak banget, sering error lagi servernya, diperbaikin lagi lah",0
ok,1
aplikask busuk lama banget loadingnya padahal sinyal 5g tapi menunggu data bus bisa 30 menit lebih,0
kai terbaik jempol ke atas jempol ke atas jempol ke atas jempol ke atas jempol ke atas,1
"pesan tiket sudah pakai kaipay saldo terpotong tapi tiket masih menunggu konfirmasi pembayaran , tidak tau saldo bisa balik atau tidak dan akhirnya beli tiket lagi ke2 kali",0
nyaman dan cepat,1
sangat berguna,1
bagus,1
"saya sudah memesan tiket dan membayar tiket untuk kak lokal, akan tetapi kenapa tiket saya tidak tidak ada, tidak muncul di aplikasinya tiket yang baru saja saya pesan.",0
bagus,1
bagus dan sangat membantu dalam perjalanan,1
mantaaap jempol lima,1
"aplikasi transjakarta sangat membantu! saya sangat terbantu dengan adanya aplikasi ini. informasi rute dan jadwal bus disajikan dengan jelas dan akurat, sehingga saya bisa merencanakan perjalanan dengan lebih efisien. antarmukanya simpel dan mudah digunakan, bahkan untuk orang yang baru pertama kali naik transjakarta. fitur pencarian rute dan posisi halte terdekat sangat berguna, apalagi ada estimasi waktu kedatangan bus yang cukup akurat.",1
bagus,1
bagus,1
simple impormatif dan sederhana,1
sudah baik,1
ok,1
aplikasi transjakarta membantu banget buat aku yang anak rantau bisa cari rute dan jadwal bus aplikasi ini juga gampang banget dipahami jadi tidak bingung lagi deh,1
bisa ngetrack bus 1c,1
meminta upgrade mulu tapi tidak bisa diisi,0
"pakai transjakarta untuk kemana mana memang sangat memudahkan, tidak perlu repot"" dan bingung transportasi juga jempol ke atas warna kulit cerah",1
aplikasi yang praktis dan user friendly,1
jempol ke atas,1
"terimakasih,berguna buat semua untuk kemudahan",1
bisa tidak sih beli tiket kereta pakai aplikasi lain? jujur aplikasi yang ini tidak worth itu,0
cancel tiket atau reschedule tidak bisa lewat aplikasi lagi di daerah lampung - sumsel. ini menyulitkan kalau harus cancel atau reschedule di stasiun besar.,0
"sudah tidak bisa bayar pakai gopay, ovo, dulu dipaksa pakai astrapay, blu, i saku mempersulit pengguna. ini menjijikan",0
nice,1
"aplikasi bumn kok ya kalah sama aplikasi ekomers lemot kalau diakses orang 0,0001% rakyat indonesia",0
"ribet banget, kenapa pembayaran cuman astra pay doang deh minimal bisa qris kayak",0
"sering error, transaksi pakai blu sudah berhasil, tapi tiket tidak muncul. fitur doang diupdate tapi tidak berfungsi dengan baik.",0
"dulu gua akui aplikasinya keren untuk gue yang tinggal diplosok jauh dari statiun besar. bisa pesan, ubahjadwal, dan bisa batalin via aplikasi. tanpa harus 2jam dulu kekota untuk keloket tiket, sekarang jadi tidak keren lagi, gara-gara calo kita kena imbasnya. kan bisa matiin saja sistem batalnya tapi reschedule pakai nama yang sama seharusnya bisa. saya yang kerjanya tidak tau waktu jadi tidak bisa menikmati kereta karena pesan tiket harus 2minggu sebelum berangkat, kalau sudah beli tidak bisa reschedule jadi susah.",0
aplikasi ampas. mau update ke basic selalu gagal dari 2 bulan lalu.,0
bagus sekali,1
saya gunakan akses by kai sudah lama dan simple saja,1
aneh waktu buka qris jak lingko muncul peringatan (tejadi kesalahan sistem) mending kalian yang mau naik tj pakai kartu elektronik saja atau aplikasi transjakarta deh,0
toop markotop,1
bagus,1
mantap,1
jos gandos,1
sudah bayar lewat kaipay tapi tiketnya tidak muncul diaplikasi (tiket saya) bagaimana ini pertanggung jawabnya akses by kai,0
keseringan update padahal ma aplikasi nya masih itu2 saja jadi ke kita nya terkendala,0
"pembayaran scan qr code pada gate sering bermasalah, tolong diperbaiki seperti di krl agar lebih mudah, tks",0
"bagus, moga makin meningkatnya",1
"menunggu mikrotrans lama banget, padahal sudah dari tadi menunggu hampir 2 jam an, sudah begitu kepanasan",0
"semoga mudah , lancar, selalu. tak ada aral",1
bagus,1
"fiturnya lengkap banget dan sangat membantu sekali ketika sedang di perjalanan, desain desain nya juga sangat menarik sekali , respon nya sangat cepat tidak lemot dan y pasti informasi mengenai rute dan waktu nya sangat akurat tidak pernah meleset.",1
mantap,1
semoga aplikasi ini bisa mempermudah gerak kegiatan warga jakart,1
baru kali ini beli tiket tidak muncul.baru banget kejadian hari ini. konfirm ke blubca tidak bisa refund sedangkan konfirm ke aplikasi ini langsung sangat ribet. jujur saja bukan kesalahan customer tapi detail infonya yang diminta agak mencurigakan.,0
"kai makin update makin tidak jelas, apalah setiap saya buka aplikasi ini, tiba² akun saya log out, sudah begitu, pas memasuki nomor sama sandi yang benar, malah salah, padahal saya tulis tuh sandi sama no telponnya, sudah begitu pas meminta lupa kata sandi, ada tulisan (maaf aktivasi lupa sandi tidak bisa) #tolongperbaikilah",0
"saldo masih ada, tapi tidak cukup untuk membayar. padahal sisa saldo dan harga yang harus dibayarkan sama. setelah top-up, masih harus menunggu saldo masuk selama 15 menit.",0
ok banget,1
sangat membantu,1
baik,1
buruk aplikasi buruk,0
bagus,1
"aplikasi banyak errornya! aplikasi scammer mencuri uang2 pengguna. uang yang sudah keluar untuk beli tiket, tiketnya tidak muncul. uangnya tidak diganti. dan sering terjadi. tidak disarankan untuk instal ap ini",0
mantap,1
"korban sales multi-trip card ! lebih baik e-money card. sia"" beli multi-trip card tidak bisa dipakai dibusway apa lagi transaksi e-money lainnya",0
oke,1
"sangat amat tidak ada gunanya pelayanan jaklinko, lebih cepat efisien dan praktis pelayanan angkot confensional, jaklinko menang gratisan doang tidak guna. serba lambat, ribet, putar-putar rutenya, bubarin saja jaklinko tuh, menuh menuhin jalan saja sampah",0
bad bad bad,0
"yang bilang aplikasi kai ""bagus"" tuh amat sangat bohong ! lebih baik balik lagi seperti dulu beli di loket langsung dapat tiket, aplikasi buruk, aplikasi paling buruk, aplikasi amat sangat buruk, tidak relevan, meresahkan, aplikasi paling buruk !",0
"aplikasi tidak membantu. pelayanan nol. respon nol. coba menghubungi via ig, wa, email, responnya super lelet. mau booking, sudah isi data dengan lengkap, tetap tidak bisa, ! coba uninstall, terus pasang lagi tetap tidak bisa (walaupun sudah isi data lengkap) kapok",0
aplikasi yang mudah digunakan dan informatif,1
sangat membantu dan bermanfaat,1
aplikasi tranajakarta sangat membantu untuk rencana jalan jalan dan aplikasi bagus banget pokoknya puas dengan aplikasi satu ini,1
"ok, banget",1
bagus,1
sangat nyaman aman.anak saya kalau mudik tidak mau pakai transportasi lain kecuali kereta melipat tangan melipat tangan melipat tangan hati merah,1
baik,1
cepat pelayanan nya,1
kocak top up doang harus menunggu setengah jam,0
"aplikasi di ios tidak stabil, menunya of tidak bisa di klik",0
"bagus,cepat, efisien",1
tidak jelas mau bikin akun timeout terus padahal wifi aktif data juga aktif jaringan bagus,0
apik,1
bagus,1
selalu bermanfaat dan nyaman dipakai,1
sangat berguna,1
semoga bisa terus berinovasi mengikuti perkembangan zaman. melipat tangan wajah tersenyum dengan 3 hati lengan berotot,1
"gara"" data selalu harus mengisi tiket saya jadi hilang beserta akun nya",0
isi saldo berhasil. tapi tidak masuk itu bagaimana ya?! hadeeh,0
saya telah menggunakan aplikasi transjakarta selama beberapa bulan dan saya sangat senang dengan pengalaman saya. fitur-fitur yang tersedia sangat membantu dan membuat perjalanan saya lebih lancar,1
"aplikasi yang memudahkan banget buat tau jadwal bis yang mau digunain, dan masih banyak fitur yang canggih lainnya",1
aplikasi yang simpel dan sangat memudahkan,1
"definisi aplikasi simpel tapi fungsional, interfacenya user friendly banget padahal tampilannya simpel banget tapi kayak segala fitur ada di situ mula dari maps, rute, sampai informasi jadwal bus lengkap banget, cocok buat dipakai sehari hari lumayan lah",1
error . bug,0
"aplikasi tidak bisa dibuka orang tepuk jidat , 1 dulu saja",0
mantap,1
aplikasi cacat. tiket masih ada tapi tidak bisa di beli .available kai . bumn . aplikasi masih cacat,0
oke,1
bagus,1
terima kasih,1
"tarif yang sangat bersahabat bagi banyak kalangan masyarakat, serta transisi ke bus listrik dan emisi rendah membantu mengurangi polusi udara .",1
proses lancar,1
